"","JULDAY","TIME","D0cm","D1.5cm","D3.5cm","D5cm","D10cm","D15cm","D30cm","D60cm","D100cm","D200cm"
"6153",257,480,26.8222522735596,20.3872547149658,20.2348747253418,20.1966342926025,20.4493370056152,20.9402122497559,22.5932598114014,23.6077518463135,23.8109321594238,24.1244487762451
"6154",257,540,39.2035942077637,22.5441513061523,21.9749870300293,21.6540718078613,21.1675701141357,21.1723136901855,22.4547462463379,23.565896987915,23.8092365264893,24.1244487762451
"6155",257,600,49.1345710754395,25.0057621002197,24.0951881408691,23.531229019165,22.3125076293945,21.7588233947754,22.3946857452393,23.5227108001709,23.8068428039551,24.1244487762451
"6156",257,660,54.2965393066406,27.2545986175537,26.1684074401855,25.4556636810303,23.6853313446045,22.6300716400146,22.4402179718018,23.4824409484863,23.8037853240967,24.1244487762451
"6157",257,720,56.7478561401367,29.0378837585449,27.8903179168701,27.1152248382568,25.0427913665771,23.6402683258057,22.5988311767578,23.449800491333,23.8001689910889,24.1244487762451
"6158",257,780,57.2861518859863,30.4311847686768,29.2844181060791,28.5018520355225,26.2833728790283,24.6604442596436,22.8577423095703,23.4290084838867,23.7961730957031,24.1244487762451
"6159",257,840,53.9266204833984,31.1201820373535,30.357666015625,29.4242420196533,27.3201789855957,25.6093444824219,23.1940116882324,23.4230995178223,23.7920322418213,24.1244487762451
"6160",257,900,46.1721458435059,31.090389251709,30.3735466003418,29.824800491333,27.9926815032959,26.3873043060303,23.5779457092285,23.4337291717529,23.7880363464355,24.1244487762451
"6161",257,960,34.7289123535156,30.0280265808105,29.7129764556885,29.418342590332,28.1741352081299,26.880298614502,23.9713840484619,23.4609031677246,23.7844676971436,24.1244487762451
"6162",257,1020,21.9338531494141,28.1832447052002,28.3013076782227,28.2973899841309,27.8090438842773,27.0003852844238,24.3300113677979,23.5027904510498,23.7815837860107,24.1244487762451
"6163",257,1080,13.7945489883423,26.2102603912354,26.6005210876465,26.8154888153076,27.009090423584,26.7357711791992,24.6110000610352,23.5557155609131,23.7796001434326,24.1244487762451
"6164",257,1140,11.9590263366699,24.6739597320557,25.3560390472412,25.4483451843262,26.0818347930908,26.2098426818848,24.7869338989258,23.6146755218506,23.7786254882812,24.1244487762451
"6165",257,1200,11.1278743743896,23.7237434387207,24.2013778686523,24.5118885040283,25.2566738128662,25.6115074157715,24.8574161529541,23.6744365692139,23.7787017822266,24.1244487762451
"6166",257,1260,10.5167303085327,22.9187545776367,23.3991260528564,23.7201442718506,24.5493545532227,25.0416603088379,24.8416004180908,23.7306518554688,23.7797832489014,24.1244487762451
"6167",257,1320,10.0360736846924,22.2881698608398,22.6367511749268,23.0810298919678,23.9331836700439,24.5217361450195,24.761568069458,23.7803001403809,23.7817516326904,24.1244487762451
"6168",257,1380,9.66986274719238,21.672004699707,22.1487503051758,22.4773445129395,23.393913269043,24.049955368042,24.6358108520508,23.8214817047119,23.7844562530518,24.1244487762451
"6169",258,0,9.37910461425781,21.1729354858398,21.6453838348389,21.9743423461914,22.9136524200439,23.620397567749,24.4785308837891,23.853178024292,23.7877235412598,24.1244487762451
"6170",258,60,9.23222637176514,20.7413005828857,21.2061576843262,21.5327892303467,22.484058380127,23.227294921875,24.3003234863281,23.8749866485596,23.7913703918457,24.1244487762451
"6171",258,120,9.11681652069092,20.3016719818115,20.9546966552734,21.1015186309814,22.1010856628418,22.8668823242188,24.109094619751,23.88694190979,23.795223236084,24.1244487762451
"6172",258,180,8.99785614013672,20.0255928039551,20.4754409790039,20.7951755523682,21.7505378723145,22.5354194641113,23.9107551574707,23.8893852233887,23.7991237640381,24.1244487762451
"6173",258,240,8.89953136444092,19.7196502685547,20.1626033782959,20.4787731170654,21.4319496154785,22.2286281585693,23.7095584869385,23.882833480835,23.8028755187988,24.1244487762451
"6174",258,300,8.80574131011963,19.4538040161133,19.8464641571045,20.1985740661621,21.1379871368408,21.9430675506592,23.5084686279297,23.8679313659668,23.8063488006592,24.1244487762451
"6175",258,360,8.7932825088501,19.1874923706055,19.6159439086914,19.9239807128906,20.8667964935303,21.6760101318359,23.3095092773438,23.8453674316406,23.8094139099121,24.1244487762451
"6176",258,420,15.0514869689941,19.4830169677734,19.720630645752,19.9229011535645,20.6901035308838,21.440408706665,23.1144866943359,23.8158645629883,23.8119564056396,24.1244487762451
"6177",258,480,26.5272026062012,20.7596321105957,20.6287403106689,20.6018810272217,20.8680095672607,21.3526821136475,22.9329566955566,23.7802715301514,23.8138751983643,24.1244487762451
"6178",258,540,38.2648277282715,22.7890300750732,22.2637023925781,21.9687538146973,21.5345916748047,21.558723449707,22.7915325164795,23.7401943206787,23.8150959014893,24.1244487762451
"6179",258,600,47.7290802001953,25.1107368469238,24.260311126709,23.7347679138184,22.6061038970947,22.1013679504395,22.724645614624,23.6985244750977,23.8155765533447,24.1244487762451
"6180",258,660,52.7785568237305,27.2438411712646,26.2224979400635,25.5529022216797,23.8969421386719,22.9152069091797,22.75807762146,23.6593360900879,23.8153457641602,24.1244487762451
"6181",258,720,55.1377563476562,28.9413166046143,27.8594226837158,27.129077911377,25.1799545288086,23.8644065856934,22.8991794586182,23.6271305084229,23.8144969940186,24.1244487762451
"6182",258,780,55.6760368347168,30.2626628875732,29.1869945526123,28.4426212310791,26.3534088134766,24.8260231018066,23.1362075805664,23.6059379577637,23.8132038116455,24.1244487762451
"6183",258,840,52.4542922973633,30.9881191253662,30.0434970855713,29.3661403656006,27.3313102722168,25.7213516235352,23.4474792480469,23.5986843109131,23.8116779327393,24.1244487762451
"6184",258,900,45.0584106445312,30.8816223144531,30.20827293396,29.6919269561768,27.9670448303223,26.4544811248779,23.8047466278076,23.6070137023926,23.8102130889893,24.1244487762451
"6185",258,960,34.1812705993652,29.8678245544434,29.5746688842773,29.3003597259521,28.1334667205811,26.9167213439941,24.1715984344482,23.630952835083,23.8090629577637,24.1244487762451
"6186",258,1020,22.0728015899658,28.117582321167,28.2293872833252,28.2343292236328,27.782054901123,27.0250606536865,24.505823135376,23.6687927246094,23.8084774017334,24.1244487762451
"6187",258,1080,14.3030405044556,26.2372188568115,26.6209964752197,26.8226757049561,27.0195693969727,26.76926612854,24.7667694091797,23.7170696258545,23.8086547851562,24.1244487762451
"6188",258,1140,12.3747301101685,24.8260765075684,25.2785263061523,25.5589504241943,26.1302700042725,26.2650833129883,24.928394317627,23.7710437774658,23.8097152709961,24.1244487762451
"6189",258,1200,11.4223070144653,23.8247375488281,24.294864654541,24.6004524230957,25.3341484069824,25.6883335113525,24.9899768829346,23.8257579803467,23.8116931915283,24.1244487762451
"6190",258,1260,10.7006359100342,23.0233058929443,23.5003547668457,23.818977355957,24.6421031951904,25.1338443756104,24.9690761566162,23.8770885467529,23.8145370483398,24.1244487762451
"6191",258,1320,10.1333150863647,22.348819732666,22.8252792358398,23.154239654541,24.0345001220703,24.6229629516602,24.8861980438232,23.9221076965332,23.8181457519531,24.1244487762451
"6192",258,1380,9.69572353363037,21.6865463256836,22.4158916473389,22.5211238861084,23.4981994628906,24.1552829742432,24.7586994171143,23.9589786529541,23.8223743438721,24.1244487762451
"6193",259,0,9.32971096038818,21.256420135498,21.7337455749512,22.0658683776855,23.0132522583008,23.726245880127,24.600025177002,23.9866828918457,23.8270606994629,24.1244487762451
"6194",259,60,9.10030651092529,20.8225650787354,21.2592010498047,21.6227245330811,22.5782890319824,23.330904006958,24.4203128814697,24.0047950744629,23.8320217132568,24.1244487762451
